document_index,document_text,generated_keyphrases
838,what is five divided by one,"division calculation, mathematical operation, arithmetic problem, numerical division, basic math question, dividing numbers, simple division"
839,what is the sum of 9 and 12,"arithmetic addition, sum of numbers, 9 plus 12, mathematical calculation, basic math problem, addition operation, numerical sum"
840,what are the stock prices of target,"stock prices, Target Corporation, financial data, stock market information, share price inquiry, Target stock quote, investment information"
841,fill me in on stock symbol,"stock symbol information, stock market terminology, financial data inquiry, investment and trading terms, stock ticker symbols, financial market identifiers, stock symbol explanation"
842,what is the price of stock for gm,"stock price, GM, general motors, stock market, financial data, share value, automotive industry"
843,google i. b. m. stock prices,"Stock prices, Google stock, IBM stock, Financial market data, Stock market analysis, Technology company stocks, Equity pricing"
844,how is shell s stock doing today,"Shell stock performance, Stock market update, Shell company stock status, Today’s stock price, Financial performance of Shell, Stock trading activity today, Energy sector stock trends"
845,stock price for gss energy,"GSS Energy stock price, Energy sector stock valuation, Stock market performance, GSS Energy financial data, Energy company stock analysis, Stock price trends, Market capitalization of GSS Energy"
846,list me the stock of apple right now,"Apple stock price, current stock quote, Apple Inc. shares, stock market information, real-time stock data, financial market update, stock trading"
847,stock price for sprint,"Sprint stock price, stock market valuation, Sprint telecommunications, stock price analysis, financial performance of Sprint, telecommunications industry stocks, stock price trends"
848,what is the value of apple,"value of Apple, Apple stock valuation, Apple company's worth, financial value of Apple, Apple market capitalization, economic value of Apple, Apple brand valuation"
849,compare the stock prices for nintendo and sony and tell me which ones are better,"stock price comparison, Nintendo vs Sony, financial performance analysis, investment decision, corporate valuation, market performance, technology companies"
850,how much did facebook stock increase last night,"Facebook stock increase, stock market performance, Facebook stock price change, stock price fluctuation, investment and trading, financial market update, social media company stock"
851,what is the stock information of walmart,"Walmart stock information, stock price of Walmart, Walmart share data, Walmart financial details, stock market performance of Walmart, Walmart investment data, Walmart stock quote"
852,what is now stock price of tata,"stock price, Tata, current stock value, Tata stock quote, market price of Tata, Tata share price, stock market information"
853,what is the current price of jindel stock,"stock price inquiry, Jindel stock valuation, current market price, financial data request, stock market information, share price details, investment inquiry"
854,how is coca cola stock doing today,"Coca-Cola stock performance, stock market update, today's stock price, Coca-Cola financial status, investment analysis of Coca-Cola, stock trading information, market trends for Coca-Cola"
855,for how much is hp selling for,"HP product pricing, Laptop or device cost, Pricing inquiry, HP sales and discounts, Product price information, Cost of HP devices, Pricing details for HP"
856,what price are google stocks trading for,"Google stock price, Google shares trading value, Stock market price of Google, Google stock quote, Current Google stock price, Google stock valuation, Google stock market data"
857,is starbucks stock up or down from last quarter,"Starbucks stock performance, Quarterly stock comparison, Stock price trend analysis, Investment decision factors, Market performance of Starbucks, Stock up or down trend, Financial quarter analysis"
858,how much to buy stock in i. b. m.,"stock investment amount, IBM stock purchase, investment decision, stock trading, financial planning, equity acquisition, investment amount for IBM"
859,what events are coming up,"upcoming events, event schedule, future events, scheduled activities, event planning, event calendar, event notifications"
860,let me see cultural events for this weekend in palermo neighborhood,"cultural events, weekend activities, Palermo neighborhood, local events, cultural festivals, event scheduling, community activities"
861,what are the concerts happening nearby,"concerts nearby, local events, live music performances, upcoming concerts, music events in vicinity, local entertainment options, nearby concert listings"
862,is there any type of festival going on in town this weekend,"local festivals, upcoming events, weekend activities, community celebrations, town events, festivals and gatherings, event schedule"
863,show me painting exhibition in bay area,"painting exhibition, Bay Area art events, art exhibitions in Bay Area, visual arts showcase, local art shows, art gallery exhibitions, Bay Area cultural events"
864,are there any fun things to do in seattle this weekend,"fun activities in Seattle, weekend events in Seattle, things to do in Seattle this weekend, Seattle entertainment options, local attractions in Seattle, leisure activities in Seattle, Seattle weekend plans"
865,what's going on,"informal inquiry, current situation, what's happening, status update, ongoing events, recent developments, current context"
866,recommend an event happening in my area,"local events, event recommendation, area activities, community happenings, local entertainment, event suggestions, regional events"
867,what events are happening this weekend in my area,"local events this weekend, upcoming events in my area, weekend activities, community events, local happenings, events schedule this weekend, area-specific events"
868,what's happening at the library this month,"library events, monthly activities, library programs, community engagement, library schedule, library events calendar, public library offerings"
869,what is playing at the local theater right now,"local theater showtimes, current movies playing, theater schedule, local entertainment options, movie listings nearby, current film screenings, theater program"
870,what do they have going on for festivals downtown,"downtown festivals, local events, community celebrations, urban festival activities, city event planning, festival schedule, public entertainment events"
871,could you list out the information on book fairs in washington dc for next week,"book fairs in Washington DC, upcoming literary events, Washington DC book events next week, book fair schedule Washington DC, literary festivals in Washington DC, book industry events Washington DC, Washington DC book fair information"
872,are there any events going on downtown tonight,"downtown events, tonight activities, local events, urban happenings, evening events, city entertainment, scheduled events tonight"
873,when is the yearly cultural event coming up,"annual cultural event, event date, cultural festival schedule, yearly celebration timing, upcoming cultural activities, event planning, cultural event calendar"
874,what's happening around town,"local events, community happenings, town activities, urban happenings, city events, local news, community updates"
875,what event do you suggest for me tonight,"event suggestion, evening plans, social activities, entertainment options, personal schedule, recommendations for tonight, leisure events"
876,what's happening in town tonight,"local events, town activities, evening happenings, community events, nighttime entertainment, local happenings, social events in town"
877,give me the list of circus shows going on in the city right now,"circus shows, current circus performances, city entertainment events, live circus acts, performing arts in the city, entertainment schedule, circus show listings"
878,please tell me a shop where i can find books to buy,"bookstore, buy books, shopping for books, book purchasing locations, book retail stores, book shopping, book sales"
879,where is the closest restaurant,"nearest restaurant, location of closest dining establishment, restaurant proximity query, find nearby restaurants, restaurant search, closest eatery, restaurant location inquiry"
880,is there a sports bar near kansas city plaza area,"sports bar, Kansas City Plaza, nearby sports venues, sports bar locations, sports bar search, entertainment venues in Kansas City, bar and grill near Kansas City"
881,where should i go eat tonight,"dining options, restaurant recommendations, food choices for tonight, where to eat, dinner location, food preferences, restaurant suggestions"
882,i'm looking for a casual restaurant for a dinner date,"casual restaurant, dinner date, dining experience, restaurant search, casual dining, romantic dinner, food and ambiance"
883,where is the shopping mall for shirts,"shopping mall location, clothing store search, shirt shopping destination, retail mall for apparel, clothing retail centers, apparel shopping venues, shopping centers for shirts"
884,what shops are near me,"local shops, nearby stores, retail outlets in vicinity, shopping options nearby, retail locations near current position, store search near me, retail and shopping venues"
885,when does the closest bar close,"bar closing time, nearest bar hours, pub closing hours, alcohol service end time, bar operating hours, pub closing time, local bar closing policies"
886,where can i find the nearest irish pub in my area,"nearest Irish pub, find Irish pub nearby, pub location search, Irish pub in my area, local Irish pubs, pub finder, Irish pub location"
887,give me some cafes near downtown fort lauderdale,"cafes near downtown Fort Lauderdale, coffee shops in Fort Lauderdale, local cafes in Fort Lauderdale, dining options in downtown Fort Lauderdale, coffeehouse locations in Fort Lauderdale, cafe recommendations in Fort Lauderdale, nearby cafes in Fort Lauderdale"
888,where is the best place to buy party supplies in town,"party supplies shopping, best place to buy party supplies, party supply stores, party planning and supplies, local party supply vendors, party decoration stores, party essentials purchase"
889,where can i got to grab some drinks in west chester,"finding places to drink in West Chester, bars and pubs in West Chester, where to get drinks in West Chester, alcoholic beverage venues West Chester, drinking spots in West Chester, West Chester nightlife, locating bars in West Chester"
890,where is the closer starbucks,"location of nearest Starbucks, closest Starbucks store, Starbucks store proximity, finding nearby Starbucks, Starbucks store locator, nearest coffee shop, Starbucks branch location"
891,what is the best hardware store near me,"hardware store location, nearest hardware store, home improvement supplies, local hardware retailers, hardware store search, DIY tools and materials, hardware store proximity"
892,where is mcdo,"McDonald's location, fast food restaurant, restaurant inquiry, location search, fast food chain, McDonald's near me, restaurant locator"
893,can you recommend any pub in mg road,"pub recommendation, MG Road, public house suggestions, bar options in MG Road, drinking establishments, pubs near MG Road, entertainment venues"
894,find grocery store with an organic section near me,"grocery store, organic section, near me, organic foods, local grocery stores, health-conscious shopping, organic products"
895,is there any chinese places in benton ar,"Chinese places in Benton, Arkansas, Chinese restaurants Benton AR, Chinese cuisine Benton Arkansas, Asian restaurants Benton AR, Benton Arkansas dining options, Chinese cultural spots Benton AR, Benton AR ethnic cuisine"
896,tell me where the local shopping district is,"local shopping district, location inquiry, shopping area directions, retail district, neighborhood shopping, retail zone location, local commerce area"
897,play a movie i'll like,"movie recommendation, personalized movie selection, entertainment preferences, film preferences, suggesting movies I enjoy, movie choice based on taste, entertainment preferences"
898,what time will a movie be shown tomorrow,"movie showtime, schedule of movie screening, timing of film tomorrow, movie screening time, film show schedule, tomorrow's movie time, cinema schedule"
899,what new movies available today,"new movies, movie releases today, latest films, current movie showings, today's movie options, film availability today, recent movie releases"
900,suggest a good genre movie that came out recently,"genre movies, recent movie releases, movie recommendations, film genres, entertainment suggestions, latest films, movie preferences"
901,please recommend a movie,"movie recommendation, film suggestion, entertainment preferences, cinema choices, movie genres, viewer interests, film selection"
902,what is the highest rated movie this week,"highest rated movie, weekly movie ratings, top movies this week, movie ranking, film popularity this week, current top movies, weekly film reviews"
903,recommend a movie for me,"movie recommendation, suggesting films, film suggestions, entertainment preferences, personalized movie choices, film genres and themes, user's movie interests"
904,do you recommend any movies that are currently playing in me area,"movie recommendations, currently playing movies, local theater listings, film suggestions in my area, movie showtimes, cinema options nearby, recommendations for current films"
905,what is the highest rated movie now out,"highest rated movie, current top-rated film, latest popular movies, movie ratings, film reviews, current trending movies, top movies now"
906,what is the best movie to watch this weekend,"movie recommendations, best movies for weekend, film suggestions, entertainment choices, top movies to watch, movie selection tips, weekend movie planning"
907,send a complaint to sony about this tv that quit working,"complaint about Sony TV, TV malfunction, product defect, customer service issue, electronics repair request, warranty claim, consumer complaint"
908,write complaint to wallmart,"customer complaint, Walmart complaint, retail customer service issue, product or service dissatisfaction, consumer grievance, complaint letter template, retail store feedback"
909,please tweet about the problem i m facing with the product of company,"product issue, customer complaint, company product problem, social media complaint, product troubleshooting, user feedback, product support"
910,open gallery post video name,"gallery post, video sharing, media content, social media engagement, visual content, user-generated media, online gallery"
911,complain to amazon customer service for me,"Amazon customer service complaint, file a complaint with Amazon, customer service issue, Amazon support request, resolve a problem with Amazon, contact Amazon for assistance, Amazon complaint process"
912,tell comcast i am still on hold,"customer service hold, Comcast support, on hold communication, customer complaint, telecommunication assistance, service inquiry, customer frustration"
913,tweet that there was an insect in the chocolate packet,"insect in chocolate, food contamination, food safety concern, edible product hygiene, consumer alert, packaging inspection, foodborne insect presence"
914,post new status,"social media status update, posting new content, user activity notification, status message creation, online status change, user engagement, content sharing"
915,lets send a tweet,"social media posting, tweet composition, Twitter communication, online messaging, digital expression, social networking activity, microblogging"
916,i want to tweet a complaint on apples phone issues,"complaint about Apple iPhone issues, tweeting customer service complaint, Apple phone problems, mobile device troubleshooting, social media complaint about smartphones, Apple product support, user dissatisfaction with iPhone"
917,tweet to ikea costumer service the following i'm not happy with this new klm product,"customer dissatisfaction, IKEA customer service, complaint about KLM product, negative feedback on product, consumer feedback, product quality concern, service or product issue"
918,tweet at quote unquote,"Twitter tweet analysis, social media communication, online expression, digital messaging, tweet semantics, social media intent, online speech"
919,tweet customer service not good for lpg service in my twitter account,"customer service quality, LPG service issues, social media complaint, Twitter customer feedback, service dissatisfaction, gas service support, public complaint about LPG"
920,comcast sucks put that on their twitter account,"Customer dissatisfaction with Comcast, Complaints about Comcast service, Public criticism of Comcast on social media, Expressing frustration with Comcast, Using Twitter to voice complaints, Negative feedback about telecommunications provider, Customer service issues with Comcast"
921,tweet my complaint to @nsa,"complaint to NSA, tweeting about NSA, public grievance about NSA, social media complaint, NSA-related communication, expressing concerns about NSA, online complaint to government agency"
922,tweet terrible service,"customer service quality, negative customer experience, service dissatisfaction, complaint about service, poor service feedback, customer service issues, service quality criticism"
923,hashtag loving this weather post to twitter,"weather appreciation, social media posting, Twitter hashtag usage, positive weather sentiment, outdoor enjoyment, sharing weather experiences, social media engagement"
924,send a tweet to apple that their batteries drain too fast,"tweet to Apple, battery drain issue, iPhone battery performance, fast battery depletion, Apple device battery problem, user feedback on battery life, technology customer complaints"
925,complain to mcdonalds twitter about my burger,"Customer complaint, McDonald's, Twitter complaint, Burger dissatisfaction, Food quality issue, Customer service feedback, Fast food service"
926,who is doing facebook live right now,"Facebook Live, current live stream, who is broadcasting live, live video session, real-time streaming, social media live broadcast, current Facebook live host"
927,tell me what's going on snap chat,"Snapchat activity, user status update, social media communication, app usage inquiry, current Snapchat events, digital social interaction, messaging platform status"
928,what's the most popular story on my facebook newsfeed,"Facebook newsfeed, most popular story, social media content, user engagement, trending posts, content popularity, Facebook feed algorithm"
929,how many notifications do i have on facebook,"Facebook notifications, notification count, social media alerts, user notifications, Facebook app activity, message alerts, notification management"
930,please check the trending topics on twitter,"Trending topics on Twitter, Twitter trending hashtags, Social media trending discussions, Current popular topics on Twitter, Twitter trending news and events, Real-time Twitter trends, Social media monitoring and analysis"
931,read me new post on my feed,"social media feed, new post notification, user activity update, content sharing, online social interaction, digital communication, personal feed update"
932,get me updates from kenny's facebook from the weekend,"social media updates, Facebook posts, Kenny's weekend activities, social media monitoring, personal updates, Facebook content retrieval, weekend event sharing"
933,did anyone get engaged or give birth among my online friends,"online friends, engagement, giving birth, social updates, personal milestones, relationship status, life events"
934,did anyone like my photo i just posted,"social media engagement, photo approval, user interaction, post feedback, likes and reactions, photo sharing, user engagement metrics"
935,show me the posts of my friends in the last hour,"social media posts, friends' recent activity, last hour updates, view friends' posts, social networking timeline, friend activity feed, recent posts display"
936,may i know what is trending in social media,"social media trends, current trending topics, popular social media content, social media analytics, viral content, online social trends, digital media popularity"
937,find updates from vicki's facebook from mardi gras day,"social media updates, Vicki's Facebook, Mardi Gras day, event updates, social media monitoring, personal posts, public social media content"
938,open social media account,"Open social media account, Create online profile, Register on social platforms, Establish social media presence, Set up social networking account, Join social media networks, Start social media engagement"
939,hi what is happening in twitter today,"Twitter activity update, current events on Twitter, what's happening on Twitter today, Twitter trending topics, social media updates, Twitter news and discussions, latest Twitter happenings"
940,did anyone message me on facebook,"Facebook messages, received messages, social media communication, Facebook notifications, user messaging activity, online messaging inquiry, social media interaction"
941,take me to the most popular post,"most popular post, content ranking, user engagement, social media trending, popular content retrieval, post popularity metrics, content discovery"
942,are there any interesting stuff happened today in my twitter,"Twitter activity, interesting events today, social media updates, Twitter trends, daily social media highlights, online interactions, current Twitter happenings"
943,what the highest likes on facebook,"Facebook likes, most liked Facebook posts, social media engagement, popular Facebook content, Facebook popularity metrics, viral Facebook posts, social media analytics"
944,please call china wok and order number seven,"Chinese food order, restaurant phone call, order number seven, food delivery request, Chinese wok restaurant, placing a food order, calling for takeout"
945,place order to pizza takeout for seven pm,"pizza takeout order, place order, dinner reservation, food delivery, restaurant ordering, scheduled pickup, evening meal planning"
946,can i order out,"ordering food for delivery, takeout options, food delivery services, restaurant takeout, meal ordering process, food ordering inquiry, dining options"
947,order two large pizzas and pieces of hot wings from dominoes,"food ordering, pizza delivery, hot wings, domino's menu, large pizzas, meal customization, takeout order"
948,order me a bowl from chipotle takeout,"food ordering, Chipotle takeout, meal delivery, restaurant order, bowl menu, takeout service, food request"
949,order a pizza for me,"pizza ordering, food delivery request, meal delivery, restaurant order, pizza service, food ordering process, request for pizza"
950,place order for a chicken manchow soup from wangs kitchen restaurant,"order placement, chicken manchow soup, Wangs Kitchen restaurant, food ordering process, cuisine type, restaurant menu, online food order"
951,hey order a pizza pie with extra cheese,"pizza order, extra cheese, food ordering, pizza delivery, culinary request, meal customization, pizza toppings"
952,i want to order food,"food ordering, place an order, restaurant delivery, meal selection, online food service, order food online, food delivery request"
953,call for takeout,"food takeout, restaurant order, meal delivery, carryout service, food pickup, dining options, takeaway"
954,is there any good chinese takeout that's open late,"Chinese takeout options, late-night food availability, Chinese cuisine restaurants, late-open Chinese restaurants, takeout food services, Chinese food delivery late hours, late-night dining options"
955,i would like to pickup a veggie sub with a cookie from subway,"vegetarian sandwich, subway order, pickup request, vegetable sub, cookie, fast food order, meal customization"
956,pull up the menu for the closest mexican restaurant,"menu retrieval, Mexican restaurant, closest restaurant, food menu, restaurant selection, local dining options, menu access"
957,what takeout places are near me,"takeout restaurants nearby, food delivery options, local takeout places, nearby dining establishments, restaurant search near me, food ordering services, local cuisine takeout"
958,place order of one pizza,"pizza order, place order, food ordering, restaurant request, menu selection, online ordering, meal purchase"
959,find me the nearest chinese for delivery,"nearest Chinese restaurant, food delivery, Chinese cuisine, restaurant location, delivery service, nearest restaurant, food ordering"
960,order a pizza from pizza express,"pizza ordering, Pizza Express, food delivery, pizza menu, online ordering, restaurant service, culinary order"
961,get me a turkey jimmy johns sub and set it to be delivered at five pm tonight,"Jimmy John's turkey sub, food delivery request, dining and catering, lunch order, delivery scheduling, sandwich ordering, meal delivery at 5 pm"
962,order a smoked meat platter from beanos,"smoked meat platter, order food, Beanos restaurant, meat platter menu, barbecue cuisine, dining order, food delivery"
963,where can i order pizza for delivery,"pizza delivery, order pizza online, food delivery services, pizza ordering options, local pizzerias, delivery restaurants, food ordering platforms"
964,does pings do takeaway,"Pings takeaway service, food delivery options, restaurant takeaway, ordering food from Pings, takeout menu at Pings, food delivery availability, Pings restaurant services"
965,i need to know if mr pizza delivers,"food delivery, Mr. Pizza, delivery service inquiry, pizza delivery options, restaurant delivery availability, food ordering, delivery status"
966,what's the exact time we get food delivered once we place an order for food,"food delivery time, order fulfillment duration, delivery estimate, food delivery process, timing of food arrival, order processing time, delivery service inquiry"
967,how long until i receive my food,"food delivery time, order status, delivery estimate, meal arrival time, waiting for food, food order tracking, delivery duration"
968,check delivery options for the restaurant,"delivery options, restaurant delivery, order delivery methods, food delivery services, delivery choices, restaurant service options, meal delivery"
969,does louie's do take out,"Louie's restaurant, takeout options, food delivery, restaurant menu, ordering food for pickup, dining options, food service"
970,where are my takeaway order,"food delivery status, takeaway order location, order tracking, restaurant order inquiry, food delivery service, meal pickup status, order fulfillment"
971,is my order at domino's ready,"Order status inquiry, Domino's pizza, Food delivery status, Meal readiness check, Customer service request, Order tracking, Pizza order confirmation"
972,hi there do you offer home delivery for orders,"home delivery service, order fulfillment, delivery options, customer inquiry, food or product delivery, ordering process, delivery availability"
973,can they provide takeaway,"food takeaway services, restaurant takeaway options, order-to-go, food delivery and pickup, meal takeaway availability, catering and takeaway, food service options"
974,restaurant order status,"restaurant order status, order tracking, food delivery update, meal preparation progress, customer order monitoring, order fulfillment status, restaurant service status"
975,when is my takeaway arriving,"food delivery status, order arrival time, takeaway delivery update, restaurant order tracking, delivery schedule inquiry, meal delivery timing, food order status"
976,find out if kfc delivers please,"KFC delivery inquiry, food delivery service, restaurant delivery options, KFC menu and delivery, order food from KFC, delivery availability at KFC, fast food delivery request"
977,do they deliver home,"home delivery, delivery service, delivery options, order fulfillment, customer service, shipping logistics, delivery confirmation"
978,please see if chili's has delivery,"Chili's restaurant, food delivery service, order food online, restaurant delivery options, delivery availability inquiry, dining and delivery, restaurant menu and delivery"
979,what is the status of my order no,"order status inquiry, order tracking, order number reference, shipment update, customer service request, order fulfillment status, status of specific order"
980,please see if the restaurant chili's has delivery as an option,"Chili's restaurant, delivery options, food delivery service, restaurant delivery availability, ordering food from Chili's, dining and delivery services, restaurant menu and delivery"
981,can they do delivery,"delivery service, ability to deliver, delivery options, delivery capability, delivery request"
982,where can i book a train ticket to oregon,"train ticket booking, Oregon travel, rail transportation, ticket purchase locations, train travel planning, transportation to Oregon, railway ticketing options"
983,navigation search,"navigation, search functionality, user interface, website navigation, search feature, user experience, information retrieval"
984,what time does the train leave philadelphia,"train schedule, Philadelphia train departure time, train timetable, transportation schedule, train arrival and departure, train station timings, railway timetable"
985,please let me know the time of train northern rail,"train schedule, Northern Rail timetable, train departure time, railway timetable inquiry, train timing information, Northern Rail service details, train schedule inquiry"
986,directions please,"Request for directions, Navigation assistance, Location guidance, Asking for route information, Seeking spatial directions, Help with finding location, Instruction for navigation"
987,how far away is the nearest rest stop,"nearest rest stop, distance to rest area, rest stop location, travel amenities, roadside facilities, travel planning, rest area proximity"
988,what are the train times for today,"train schedule, train times today, public transportation timetable, train departure times, railway schedule, train service hours, today's train timetable"
989,how much long until northern rail arrives at kings cross station,"Northern Rail arrival time, Kings Cross station schedule, train arrival inquiry, rail service timetable, Northern Rail delay estimate, train station information, public transportation schedule"
990,show me the train schedules to the metropolitan opera house,"train schedules, metropolitan opera house, public transportation, train timetable, transportation planning, commuting information, travel routes"
991,get route for los angles from here,"route planning, Los Angeles directions, navigation instructions, geographic routing, travel directions from current location, route optimization, location-based navigation"
992,direction to local train station,"local train station directions, navigation instructions, public transportation guidance, train station location, commute directions, transportation wayfinding, railway station guidance"
993,what is the train schedule to denver,"train schedule, Denver transportation, train timetable, rail service timings, public transit schedule, train routes to Denver, rail travel planning"
994,how long does it take to get from here to chicago by train,"train travel duration, travel time from current location to Chicago, train journey time, commute duration to Chicago by train, train schedule and duration, rail travel time to Chicago, transportation time to Chicago"
995,when i should leave to office,"optimal departure time for office, commuting schedule planning, work arrival timing, best time to leave for work, office departure advice, commuting and work schedule, timing for leaving to office"
996,when is the train coming,"train schedule, train arrival time, public transportation timing, train timetable inquiry, commuter train information, transportation schedule query, train arrival prediction"
997,how much time is a train to there,"train travel duration, train schedule, journey time, transportation time estimate, train timetable, travel duration inquiry, train trip length"
998,find nearest train station,"nearest train station, train station location, public transportation access, train station finder, transportation navigation, commuter rail access, location-based transit search"
999,train leaving,"train departure, train schedule, railway transportation, train station, train timetable, passenger train, train travel"
1000,get me to the nearest train station,"nearest train station, transportation directions, train station location, public transit access, navigation assistance, commute planning, location-based inquiry"
1001,request a driver for uber in five minutes,"Uber ride request, driver dispatch, ride-hailing service, requesting a driver, short-term ride request, urban transportation, on-demand driver service"
1002,order me an uber ride please,"Uber ride request, Transportation booking, Ride-hailing service, Travel arrangement, Mobility service request, Request for transportation, Order a ride"
1003,call yellow cab,"Taxi service, Transportation request, Yellow cab booking, Ride-hailing, Cab dispatch, Urban transit, Taxi industry"
1004,find an uber that can get me to the airport now,"ride-hailing service, Uber, airport transportation, immediate ride request, transportation to airport, on-demand ride, urban mobility"
1005,book me a taxi from castle street to airport,"Taxi booking, Transportation request, Castle Street to airport, Ride reservation, Travel arrangement, Taxi service request, Commute planning"
1006,call a taxi,"Taxi booking, Transportation request, Hailing a taxi, Ride-hailing service, Calling a cab, Taxi dispatch, Transport service request"
1007,book a taxi,"Taxi booking, Transportation reservation, Ride-hailing service, Travel arrangement, Transport scheduling, Mobility service, Cab reservation"
1008,book an uber to pick me up outside of long island bar right now,"Uber ride booking, Transportation request, Pickup location: Long Island Bar, Immediate ride service, Travel to destination, On-demand transportation, Local transit arrangement"
1009,call a taxi to pick me up at work,"Taxi booking, Transportation request, Pickup at workplace, Call for taxi service, Travel arrangement, Commute planning, Taxi dispatch"
1010,find an uber driver available for tonight after ten pm,"Uber driver availability, ride request for tonight, late-night transportation, on-demand ride service, transportation scheduling, driver search after 10 pm, urban mobility services"
1011,book me an uber,"ride-hailing service, Uber booking, transportation request, mobility service, personal transportation, ride reservation, urban transit"
1012,schedule an uber in twenty minutes to tesco on fifth street,"ride scheduling, Uber booking, transportation planning, Tesco shopping trip, fifth street location, short-term ride arrangement, urban mobility"
1013,get me a taxi to the airport right now,"Taxi booking, Airport transportation, Urgent ride request, Travel logistics, Immediate taxi service, Transportation to airport, On-demand taxi"
1014,have a taxi pick me up,"Taxi request, Transportation arrangement, Ride-hailing service, Pickup service, Travel planning, Mobility request, Transport booking"
1015,book me a uber for tomorrow night at six pm,"ride booking, Uber reservation, transportation scheduling, future travel arrangement, ride-hailing service, appointment for transportation, mobility planning"
1016,book for me an uber taxi to carmen drive,"Uber taxi booking, Transportation request, Ride to Carmen Drive, Travel arrangement, Taxi reservation, Ride-hailing service, Transportation to specific location"
1017,uber,"ride-hailing service, urban transportation, mobility platform, Uber app, on-demand ride service, transportation network company, shared mobility"
1018,book a taxi to start from here,"Taxi booking, Transportation request, Ride reservation, Travel arrangement, Starting point for ride, Taxi service initiation, Commencing transportation"
1019,book me a train ticket to chicago for tomorrow morning before ten,"train ticket booking, travel to Chicago, tomorrow morning travel, rail transportation reservation, ticket purchase before 10 AM, commuter train schedule, transportation planning"
1020,find out the the train arrival time and book me,"train arrival time, train schedule, public transportation timetable, booking train tickets, real-time train updates, commuter information, transportation planning"
1021,google train tickets to washington dc,"Google train tickets, train ticket booking, Washington D.C. travel, train transportation to Washington D.C., online train ticket search, rail travel planning, ticket purchasing for train travel"
1022,book ticket for paris by train,"train ticket booking, Paris travel arrangements, railway reservation, transportation planning, European train travel, ticket purchase process, rail transport to Paris"
1023,book me a train ticket,"train ticket booking, railway reservation, transportation planning, travel arrangements, ticket purchase process, train travel intent, transportation services"
1024,book a train ticket to canada this evening,"train ticket booking, travel to Canada, evening travel plans, transportation reservation, Canadian train travel, ticket purchase for Canada, short-term travel arrangement"
1025,book me on a train leaving penn station tomorrow travelling to any city more than two hundred miles away,"train booking, Penn Station departure, long-distance travel, railway reservation, tomorrow's train schedule, intercity transportation, travel planning"
1026,get me two train tickets from where i am now to dallas arriving before dark,"train ticket booking, current location to Dallas, travel planning, train schedule, ticket purchase, arrival time before dark, transportation request"
1027,book and pay for a train ticket to denver for saturday,"train ticket booking, payment for train travel, travel to Denver, Saturday travel plans, transportation reservation, ticket purchase process, railway transportation"
1028,please book a train ticket from london to manchester,"train ticket booking, London to Manchester travel, rail transportation reservation, train journey planning, ticket purchase for train travel, UK train routes, rail travel arrangements"
1029,google i need one train ticket to new york can you book that for me,"train ticket booking, travel to New York, transportation request, ticket reservation, trip planning, travel assistance, transportation inquiry"
1030,i need to buy a train ticket,"train ticket purchase, travel planning, transportation booking, ticket buying process, railway ticketing"
1031,book a ticket in irctc website from sbc to mdu on may two for stored passenger list,"IRCTC ticket booking, SBC to MDU train route, May 2nd travel date, Passenger list reservation, Online railway ticketing, Train travel planning, Indian Railways ticket system"
1032,google search booking train ticket,"train ticket booking, Google search for train tickets, railway ticket reservation, online train ticket purchase, transportation booking platform, train schedule and ticketing, travel planning and ticketing"
1033,please purchase a amtrak ticket from las vegas nevada to lakeland florida leaving on the first of april,"Amtrak ticket purchase, Las Vegas Nevada to Lakeland Florida travel, April 1st departure, train travel booking, interstate train journey, rail transportation planning, ticketing for train trip"
1034,book the the next train ticket to chennai,"train ticket booking, next train to Chennai, railway reservation, transportation planning, travel itinerary, ticket purchase process, rail travel arrangements"
1035,find me a train ticket to boston,"train ticket booking, travel to Boston, transportation inquiry, rail travel reservation, ticket purchase for Boston, train schedule and availability, commuter train services"
1036,get me a ride on the commuter train from nj to ny,"commuter train transportation, NJ to NY travel, train ride request, public transit between New Jersey and New York, commuter rail service, interstate train commute, urban transit connection"
1037,open irctc application and go to book ticket,"IRCTC ticket booking, train ticket reservation, railway ticketing process, online travel booking, IRCTC application usage, train reservation system, digital ticket purchase"
1038,is it possible to drive now in ohio,"driving regulations in Ohio, current driving restrictions Ohio, Ohio driving permissions, can I drive now Ohio, driving eligibility Ohio, Ohio traffic laws, current driving status Ohio"
1039,how is traffic in city,"urban traffic conditions, city transportation congestion, traffic flow in urban areas, city traffic management, urban mobility challenges, traffic density in cities, city transportation infrastructure"
1040,what is the current traffic,"current traffic conditions, traffic status update, real-time traffic information, road congestion levels, traffic flow analysis, transportation status, traffic monitoring"
1041,is there any traffic,"traffic conditions, road congestion, transportation status, traffic inquiry, current traffic situation, traffic flow, road traffic status"
1042,are there are any delays on my commute,"commute delays, transportation disruptions, travel time issues, public transit status, commuting concerns, delay inquiries, traffic conditions"
1043,what the traffic condition outside my office,"traffic condition, outside my office, traffic congestion, road traffic status, commuting conditions, traffic flow, urban traffic"
1044,in jodhpur traffic level is very low,"traffic congestion in Jodhpur, traffic levels in Jodhpur, low traffic volume, Jodhpur transportation status, urban traffic conditions, traffic flow in Jodhpur, traffic management in Jodhpur"
1045,outside traffic status please,"traffic status, outside traffic conditions, traffic flow information, road congestion status, traffic monitoring, external traffic update, traffic situation report"
