document_index,document_text,generated_keyphrases
3374,Mesopotamia was a part of Turkey,"Mesopotamia, Turkey, ancient civilizations, geographical regions, historical territories, Middle Eastern history, regional identity"
3375,Iraq is not Saddam Hussein,"Iraq, Saddam Hussein, national identity, political distinction, state sovereignty, individual vs. nation, regime change"
3376,Gonzales said in Vienna,"Gonzales, Vienna, statement, speech, remarks, official statement, location"
3377,Gonzales wrote to Bush,"Gonzales, Bush, written communication, letter, correspondence, political figures, official communication"
3378,Gonzales has long served Bush,"Gonzales, Bush administration, political roles, government officials, administrative service, political careers, public service"
3379,Alberto Gonzales lied to Congress,"Alberto Gonzales, lied to Congress, Congressional testimony, Legal misconduct, Political controversy, Government accountability, Legal consequences"
3380,John Sculley becomes chairman of Apple Computer,"John Sculley, chairman, Apple Computer, executive leadership, corporate appointment, technology industry"
3381,John Sculley represented Apple,"John Sculley, Apple Inc., corporate leadership, technology industry, business executive, company representation, product marketing"
3382,John Sculley was CEO of Pepsi,"John Sculley, CEO, Pepsi, corporate leadership, business executive, brand management, marketing strategy"
3383,John Sculley announces his resignation from Apple Computer,"John Sculley, resignation, Apple Computer, executive departure, tech industry leadership, corporate leadership change, Apple executive"
3384,Calvin Klein be impossible without Newton,"Calvin Klein, Newton, brand and individual association, impossible collaboration, fashion industry references, entity relationships, brand identity"
3385,Mark was born in Tucson,"Mark, born in Tucson, personal identity, geographical origin, biographical information, individual background, location of birth"
3386,Mark Udall is likely to win Colorado,"Mark Udall, Colorado, political candidate, election prospects, U.S. Senate race, political campaign, candidate victory likelihood"
3387,HRH are introduced to Grawp,"HRH (His/Her Royal Highness), Grawp, royalty and magical creatures, Harry Potter universe, introduction of characters, magical world entities, royal and magical roles"
3388,Patton remains buried in Germany,"Patton, buried in Germany, World War II, Military leader, U.S. Army, Historical figure, Burial site"
3389,Soper had gone to Egypt,"Soper, Egypt, travel, personal visit, geographical location, individual's journey, Middle East"
3390,SHA-224 makes use of SHA-256,"SHA-224, SHA-256, cryptographic hash functions, hash algorithm variants, cryptography standards, hash function differences, security algorithms"
3391,Roh was quoted by Yonhap,"Roh, Yonhap, quotations, media reporting, public statements, news agency, individual attribution"
3392,Roh Moo-hyun is the President of South Korea,"Roh Moo-hyun, President of South Korea, South Korea leadership, South Korean politics, South Korean president, South Korea government, South Korean political figure"
3393,Kuala Lumpur comes to Minneapolis,"Kuala Lumpur, Minneapolis, city cultural exchange, Malaysian influence in the U.S., urban international relations, Southeast Asian presence, global city connections"
3394,Kuala Lumpur is the capital city of Malaysia,"Kuala Lumpur, capital city, Malaysia, urban center, Malaysian capital, city of Kuala Lumpur, capital of Malaysia"
3395,Kuala Lumpur is the largest city of Malaysia,"Kuala Lumpur, largest city of Malaysia, Malaysia, urban center, Malaysian capital, city of Kuala Lumpur, urban population"
3396,Kuala Lumpur is a popular tourist destination in Asia,"Kuala Lumpur, tourist destination, Asia, popular travel spot, Malaysian capital, urban tourism, Southeast Asia"
3397,Kuala Lumpur is also the heart of Malaysia,"Kuala Lumpur, Malaysia, capital city, urban center, geographical location, Malaysian capital, city significance"
3398,Kuala Lumpur is a good starting point in Malaysia,"Kuala Lumpur, Malaysia, starting point, geographical location, urban center, tourist destination, capital city"
3399,Kuala Lumpur is the capital of Malaysia,"Kuala Lumpur, capital of Malaysia, Malaysia, urban center, government headquarters, Malaysian city,  Southeast Asia"
3400,Lumpur is the capital of Malaysia,"Kuala Lumpur, capital of Malaysia, Malaysian capital, geographical location of Kuala Lumpur, Malaysian cities, urban center in Malaysia, capital city"
3401,Chalabi is now in Iraq,"Chalabi, Iraq, individual in Iraq, person named Chalabi, location: Iraq, current presence of Chalabi, geographical context"
3402,Chalabi is wanted in Jordan,"Chalabi, wanted in Jordan, Jordanian law enforcement, extradition request, criminal investigation, Jordanian authorities, individual apprehension"
3403,Chalabi moved to Lebanon,"Chalabi, Lebanon, move, relocation, personal transfer, geographical change, individual migration"
3404,Chalabi lived in Jordan,"Chalabi, Jordan, residence, living location, geographical association, personal background, regional context"
3405,Ahmad Chalabi takes power in Iraq,"Ahmad Chalabi, power in Iraq, Iraqi political leadership, Iraqi governance, political change in Iraq, Iraqi government transition, Chalabi's political role"
3406,Catherine Zeta-Jones is also the spokesperson for T-Mobile International,"Catherine Zeta-Jones, spokesperson, T-Mobile International, celebrity endorsement, brand ambassador, telecommunications marketing"
3407,Zeta-Jones traveled to France,"Zeta-Jones, travel to France, French travel, individual travel, personal trip, European travel, travel destination"
3408,Yugoslavia is now the poorest country in Europe,"Yugoslavia, poorest country in Europe, European countries, economic status, national poverty levels, regional economic disparities, European nations"
3409,FR Yugoslavia is envisaged for Kosovo,"FR Yugoslavia, Kosovo, envisaged political status, Serbian sovereignty, autonomous province, regional governance, political integration"
3410,Kennedy comes from Huntington Beach,"Kennedy, Huntington Beach, personal name, geographic location, individual identity, place of origin, personal background"
3411,Rubinstein moved to Paris,"Rubinstein, Paris, move, relocation, personal history, geographical change, individual"
3412,CMS issued its report to Congress,"CMS (Centers for Medicare & Medicaid Services), report to Congress, healthcare policy report, federal health agency, government report issuance, healthcare regulation, policy analysis"
3413,Old North is the oldest church building in Boston,"Old North, church building, Boston, oldest church, historic architecture, religious site, New England history"
3414,Old North Church is the oldest church in Boston,"Old North Church, oldest church in Boston, Boston churches, historic landmarks in Boston, religious sites in Boston, church architecture in Boston, historical significance of Old North Church"
3415,Hindusim is the main religion of Rajasthan,"Hinduism, Rajasthan, main religion, religious demographics, Indian religions, cultural identity, religious practices"
3416,Hinduism does not mean being Indian,"Hinduism, Indian identity, Religious identity, Cultural association, Religious diversity, Cultural identity, Religious practices"
3417,Hinduism is like Islam,"Hinduism, Islam, Religious comparison, Religious traditions, Major world religions, Religious beliefs"
3418,Hinduism has an ancient history in Pakistan,"Hinduism, ancient history, Pakistan, religious traditions, cultural heritage, religious communities, historical presence"
3419,Hinduism gave birth to Buddhism,"Hinduism, Buddhism, religious origins, spiritual traditions, historical development, religious influence, ancient Indian religions"
3420,Hinduism is better than Buddhism,"Hinduism, Buddhism, comparative religion, religious beliefs, spiritual traditions, religious superiority"
3421,Hinduism is the dominant religion in India,"Hinduism, dominant religion, India, religious demographics, Indian spiritual practices, major faith in India, Hindu cultural influence"
3422,Hinduism is a form of Paganism,"Hinduism, Paganism, religious traditions, spiritual practices, indigenous religions, polytheism, faith systems"
3423,Hinduism followed by Buddhism,"Hinduism, Buddhism, Religious traditions, Indian religions, Spiritual philosophies, Ancient spiritual practices, Religious beliefs"
3424,Hinduism has spun off Buddhism,"Hinduism, Buddhism, religious traditions, spiritual evolution, religious divergence, spirituality, religious history"
3425,Hinduism was derived from Buddhism,"Hinduism, Buddhism, religious origins, religious derivation, spiritual traditions, Indian religions, historical religious development"
3426,Hinduism is the official religion of Nepal,"Hinduism, Nepal, official religion, religious identity, cultural heritage, religious practices, Nepalese society"
3427,Hinduism is the progenitor of Buddhism,"Hinduism, Buddhism, religious origins, spiritual traditions, progenitor of Buddhism, Hindu-Buddhist relationship, religious history"
3428,Hinduism is the state religion of Nepal,"Hinduism, state religion, Nepal, religious identity, religious practices, cultural heritage, religious demographics"
3429,Hinduism is the major religion of India,"Hinduism, major religion, India, religious beliefs, Indian culture, spiritual practices, faith traditions"
3430,Hinduism is mostly practiced in India,"Hinduism, India, religious practices, religion in India, Indian religions, spiritual traditions, cultural practices"
3431,Hinduism has developed in India,"Hinduism, India, religious development, Indian culture, spiritual traditions, religious history, cultural evolution"
3432,Hinduism is the dominant religion of Rajasthan,"Hinduism, Rajasthan, dominant religion, religious identity, Indian religions, cultural practices in Rajasthan, faith in Rajasthan"
3433,Hinduism speaks of Brahma,"Hinduism, Brahma, deity, creator god, religious beliefs, Indian religion, cosmology"
3434,Hinduism is the wellspring of Buddhism,"Hinduism, Buddhism, religious origins, spiritual traditions, Indian religions, philosophical roots, religious influence"
3435,Hinduism has long influenced Buddhism,"Hinduism, Buddhism, religious influence, spiritual traditions, interfaith relationships, historical religious interactions, cultural exchange"
3436,Hinduism is the major religion of Nepal,"Hinduism, Nepal, major religion, religious identity, religious demographics, cultural practices, spiritual beliefs"
3437,Hinduism became the state religion of Nepal,"Hinduism, state religion, Nepal, religious identity, religious policy, cultural influence, religious transition"
3438,Hinduism is the principal religion of India,"Hinduism, principal religion, India, religious beliefs, Indian culture, spiritual practices, faith traditions"
3439,Hinduism practiced in India,"Hinduism, India, religious practices, spiritual traditions, cultural heritage, deities and rituals, religious demographics"
3440,Hinduism was born in India,"Hinduism, India, Religious origins, Indian religion, Cultural heritage, Spiritual tradition, Ancient faith"
3441,Richards told Rolling Stone,"Richards, Rolling Stone, interview, music industry, journalism, media interview, celebrity interview"
3442,Arginine facilitates the release of HGH,"Arginine, HGH release, growth hormone secretion, amino acids, endocrine regulation, protein metabolism, hormonal stimulation"
3443,Fat Joe recently parted ways with Atlantic Records,"Fat Joe, Atlantic Records, music industry, artist-label relationship, record label departure, music career changes, music industry affiliations"
3444,Matthew Shepard is murdered in Laramie,"Matthew Shepard, Laramie, hate crime, LGBT violence, murder case, homophobia, criminal justice"
3445,Nedbank is associated with American Express,"Nedbank, American Express, banking partnerships, financial institutions, corporate associations"
3446,Copenhagen is the capital city of Denmark,"Copenhagen, capital city, Denmark, European capitals, Nordic countries, urban center, Danish capital"
3447,Copenhagen is also the capital of Denmark,"Copenhagen, capital of Denmark, Denmark, European capitals, Nordic countries, Scandinavian capitals, European Union member states"
3448,Copenhagen is the capital of Denmark,"Copenhagen, capital of Denmark, Denmark, European capitals, Nordic countries, European Union member states, Scandinavian cities"
3449,Copenhague is the capital of Denmark,"Copenhague, capital of Denmark, Denmark, European capitals, Nordic countries, city in Scandinavia, Danish capital"
3450,CORBA is backed by Netscape,"CORBA, Netscape, middleware technology, distributed computing, software interoperability, technology backing"
3451,AirTran would fly to Ohio,"AirTran airline, flight to Ohio, air travel route, Ohio destination, airline service, transportation connection, regional air routes"
3452,AirTran is a unit of Orlando,"AirTran, Orlando, Airline industry, Air transportation, Airline subsidiaries, Transportation companies, Aviation services"
3453,AirTran is based in Orlando,"AirTran, Orlando, airline company, based location, transportation industry, air travel services, corporate headquarters"
3454,Gartner had more bad news for Microsoft,"Gartner, Microsoft, technology industry, market analysis, business performance, industry reports, corporate reputation"
3455,Gartner Group took a good look at Windows Vista,"Gartner Group, Windows Vista, technology analysis, software evaluation, IT industry insights, product review, market research"
3456,Asperger Syndrome is a milder form of Autism,"Asperger Syndrome, Autism, milder form, neurodevelopmental disorder, autism spectrum disorder, social communication challenges, repetitive behaviors"
3457,Aspergers is a form of Autism,"Aspergers syndrome, Autism spectrum disorder, Neurodevelopmental conditions, Autistic traits, High-functioning autism, Autism diagnosis"
3458,Maracaibo is the second-largest city in Venezuela,"Maracaibo, second-largest city, Venezuela, urban center, Venezuelan cities, city population, regional importance"
3459,Lasik is actually the combination of Photorefractive Keratectomy,"Lasik, Photorefractive Keratectomy, refractive eye surgery, corneal reshaping procedures, vision correction techniques"
3460,Epi-LASIK is similar to LASEK,"Epi-LASIK, LASEK, refractive eye surgery, corneal procedures, laser-assisted surgery, vision correction techniques, ocular surface procedures"
3461,Hunter was my kind of American,"Hunter, American identity, personal characterization, individual identity, cultural affiliation, self-description, personal traits"
3462,George Plimpton was the host for New York City,"George Plimpton, New York City, host, media personality, journalism, literary figure, public figure"
3463,George was in London,"George, London, personal identity, location, geographical reference, individual in London, name and place"
3464,George Perkins Marsh left for Turin,"George Perkins Marsh, Turin, personal travel, notable individuals, geographical locations, biographical information, historical figures"
3465,Marsh lies buried in Rome,"Marsh, burial in Rome, Rome, personal name, location, death, cemetery"
3466,Frederic returned to Paris,"Frederic, Paris, return, person movement, geographical location, individual travel, French capital"
3467,Chopin settled in Paris,"Chopin, Paris, settled, composer, 19th century, French capital, musician"
3468,Chopin decided to go to Paris,"Chopin, Paris, musician, composer, 19th century, French capital, artistic relocation"
3469,Chopin was born in Poland,"Chopin, Poland, birthplace of Chopin, Polish composer, 19th-century music, European classical music, Polish heritage"
3470,Chopin died in Paris,"Chopin, Paris, death, composer, 19th century, Polish musician, French capital"
3471,JBL is a registered trademark of Harman International Industries,"JBL, Harman International Industries, trademark, brand registration, consumer electronics, audio equipment, corporate trademark"
3472,JBL is also a division of Harman International,"JBL, Harman International, division of Harman, audio equipment manufacturer, consumer electronics, brand of JBL, Harman's subsidiaries"
3473,JBL is a unit of Harman International Industries,"JBL, Harman International Industries, audio equipment, consumer electronics, subsidiary, brand identity, audio technology"
3474,JBL Professional is a unit of Harman International Industries,"JBL Professional, Harman International Industries, audio equipment manufacturer, professional audio solutions, corporate subsidiary, brand of Harman, audio technology"
3475,Degas returned to Paris,"Edgar Degas, Paris, French artist, Impressionism, Return to Paris, 19th-century painters, Artistic career"
3476,Degas traveled to Italy,"Edgar Degas, Italy, artistic travel, European art influence, 19th-century artists, French painters abroad, cultural exploration"
3477,Degas had been born in Paris,"Edgar Degas, Paris, birth, French artist, 19th-century painter, art history, birthplace"
3478,Degas was born in Paris,"Edgar Degas, Paris, French painter, Artist biography, Birthplace of Degas, 19th-century artists, Impressionist movement"
3479,Edgar Degas was from France,"Edgar Degas, France, French artist, Impressionist painter, 19th-century art, French culture, artistic identity"
3480,Edgar Degas was born in Paris,"Edgar Degas, Paris, French painter, Impressionism, Art history, 19th-century artists, French culture"
3481,Kabila turned to China,"Kabila, China, international relations, diplomatic engagement, Africa-China relations, political leadership, foreign policy"
3482,Elsa Schiaparelli was born in Rome,"Elsa Schiaparelli, Rome, fashion designer, Italian fashion, 20th-century designers, Schiaparelli brand, birthplace of Elsa"
3483,Citigroup recently upgraded Amazon,"Citigroup financial analysis, Amazon stock upgrade, investment banking, financial services, market analyst report, corporate credit rating, stock performance assessment"
3484,Citigroup has teamed with MasterCard,"Citigroup, MasterCard, financial services collaboration, banking and payment partnership, credit card companies, financial industry alliances, corporate partnerships"
3485,Citi is expanding into Kuwait,"Citi bank, expansion into Kuwait, financial services in Kuwait, banking industry Kuwait, Citi's regional growth, Kuwait financial market, international banking expansion"
3486,Citi is expanding in Kenya,"Citi Bank, Kenya expansion, financial services, banking industry, corporate growth, East African markets, international banking"
3487,CitiFinancial has offices in London,"CitiFinancial, offices in London, financial services, corporate presence, London branch"
3488,John Chambers is in Bangalore,"John Chambers, Bangalore, individual location, person in Bangalore, John Chambers' location, notable person in Bangalore, location context"
3489,J-Lo slows to Bob Dole,"J-Lo, Bob Dole, slows down, public figures, entertainment and politics, cultural references, name association"
3490,J-Lo does to Bob Dole,"J-Lo, Bob Dole, celebrity interactions, public figures, entertainment news, political figures, pop culture references"
3491,J-Lo classifies to Bob Dole,"J-Lo, Bob Dole, classification, entity recognition, semantic analysis, name entities, role identification"
3492,J-Lo affects to Bob Dole,"J-Lo, Bob Dole, influence, affects, public figures"
3493,Jennifer Lopez will be in Anaheim,"Jennifer Lopez, Anaheim, entertainment event, musical performance, celebrity appearance, public appearance, music concert"
3494,Jennifer Lopez was born in New York City,"Jennifer Lopez, New York City, born in, celebrity, entertainment industry, American singer, actress"
3495,Ahmadi Muslims are being driven out of Pakistan,"Ahmadi Muslims, Pakistan, religious persecution, religious minorities, discrimination against Ahmadi Muslims, forced expulsion, religious intolerance"
3496,Ahmadis are not Muslims,"Ahmadis, Muslims, religious identity, sectarian classification, Islamic denominations, religious groups, faith distinctions"
3497,Ann has traveled extensively to Egypt,"Ann, Egypt, extensive travel, travel destination, personal travel experience, geographical location, travel activity"
3498,Bobbie lived in San Francisco,"Bobbie, San Francisco, residence, individual location, personal identity, geographical place, urban living"
3499,Susan B. Anthony lived in Rochester,"Susan B. Anthony, Rochester, women's suffrage, activism, 19th-century figures, American social reform, gender equality"
3500,Susan B. Anthony was born in Massachusetts,"Susan B.. Anthony, Massachusetts, women's rights advocate, suffrage movement, American social reformer, 19th-century activists, gender equality"
3501,Susan B. Anthony dies in Rochester,"Susan B. Anthony, Rochester, women's suffrage, abolitionist movement, gender equality, 19th-century activists, American social reform"
3502,Abbott studied economics in London,"Abbott, studied economics, London, economic education, individual's academic background, geographical location of study, personal academic history"
3503,Edith Abbott was born in Grand Island,"Edith Abbott, Grand Island, biographical information, personal background, notable individuals, birthplace, historical figures"
3504,Edith Abbott grew up in Grand Island,"Edith Abbott, Grand Island, biographical information, personal background, geographical origin, individual identity, early life"
3505,Greil Marcus connects the dots of Dada,"Greil Marcus, Dada movement, artistic connections, cultural history, avant-garde art, art critique, artistic influence"
3506,New Spain became a part of Mexico,"New Spain, Mexico, colonial territories, historical regions, territorial integration, Spanish colonial empire, geopolitical change"
3507,Spain was the most powerful nation in Europe,"Spain, powerful nation, Europe, European dominance, national strength, European history, geopolitical influence"
3508,Dick Morris is no friend of Mitt Romney,"Dick Morris, Mitt Romney, political commentary, personal relationships, political opinions, public figures, partisan perspectives"
3509,Dick Morris changed my mind about Hillary Clinton,"Dick Morris, Hillary Clinton, political opinion change, media influence, political commentary, opinion shift, personal perspective"
3510,Morris was stuck on Clinton,"Morris, Clinton, stuck, location, relationship, context, entity"
3511,London City Airport is the only airport in London,"London City Airport, London airports, airports in London, airport in London, London transportation hubs, air travel in London, London aviation"
3512,Whedon told USA Today,"Joss Whedon, USA Today, film director, entertainment industry, interview statement"
3513,Bridget Moynahan is not happy with Tom Brady,"Bridget Moynahan, Tom Brady, personal relationships, public dissatisfaction, celebrity dynamics, relationship status, emotional response"
3514,Saratoga is cooler than New York City,"Saratoga, New York City, climate comparison, geographical locations, temperature differences, urban vs. regional climate, cooler climate"
3515,Saratoga Springs is also serviced by Amtrak,"Saratoga Springs, Amtrak service, rail transportation, train stations in Saratoga Springs, public transportation in Saratoga Springs, Amtrak routes, rail travel in New York"
3516,Sarah saw the son of Hagar,"Sarah, Hagar, son of Hagar, Sarah's observation, biblical characters, parentage of Hagar's son, personal relationships"
3517,Sarah died in Hebron,"Sarah, Hebron, death, person, location, individual, mortality"
3518,Sarah became the mother of Isaac,"Sarah, Isaac, mother, parent-child relationship, biological lineage, family roles, matrilineal connection"
3519,Sarah gave birth to Isaac,"Sarah, Isaac, birth, parent-child relationship, family, reproduction, newborn"
3520,Sarai said to Abram,"Sarai, Abram, biblical characters, ancient Near Eastern names, personal names in Genesis, female figure in biblical narrative, male figure in biblical narrative"
3521,Sarai dealt harshly with Hagar,"Sarai, Hagar, harsh treatment, biblical characters, Abraham's family, ancient Near Eastern customs, family conflict"
3522,Sarai was the niece of Abraham,"Sarai, Abraham, Niece of Abraham, Family relationships, Biblical figures, Ancient Near Eastern names, Genealogical connections"
3523,Sarai is saying to Abram,"Sarai, Abram, personal names, biblical figures, dialogue, ancient Near East, relationship"
3524,Sarai said unto Abram,"Sarai, Abram, biblical figures, ancient Near East, personal communication"
3525,Sarai was already married to Abram,"Sarai, Abram, marriage, biblical figures, ancient Near East, marital relationship, personal identity"
3526,Sarai was cruel to Hagar,"Sarai, Hagar, cruelty, biblical figures, female characters, ancient narratives, interpersonal conflict"
3527,Sarah appealed to Abraham,"Sarah, Abraham, appeal, personal appeal, interpersonal communication, biblical figures, relational context"
3528,Sarah died at Hebron,"Sarah, Hebron, death, location, personal identity, biographical information, historical context"
3529,Marc Newson was born in Sydney,"Marc Newson, Sydney, birth, Australian designer, biographical information, personal background, notable figures"
3530,Newson moved to London,"Newson, London, move, person relocation, geographical move, individual migration, urban relocation"
3531,Newson moved to Tokyo,"Newson, Tokyo, move, relocation, person, city, migration"
3532,Guru Rinpoche was born in India,"Guru Rinpoche, India, birth of Guru Rinpoche, Buddhist master, Tibetan Buddhism, Padmasambhava, religious figure"
3533,Rinpoche has been teaching in Europe,"Rinpoche, teaching in Europe, European teachings, Buddhist teacher, spiritual instruction, religious activities in Europe, meditation instruction"
3534,Temasek is headed by Ho Ching,"Temasek, Ho Ching, state investment company, leadership, Singapore, investment management, corporate leadership"
3535,Temasek is the largest shareholder of Merrill Lynch,"Temasek, largest shareholder, Merrill Lynch, investment ownership, financial institutions, shareholding structure, corporate ownership"
3536,Temasek is run by Ho Ching,"Temasek, Ho Ching, state investment company, Singapore government, corporate leadership, investment management, public sector executive"
3537,Temasek Holdings had every confidence in Merrill Lynch,"Temasek Holdings, Merrill Lynch, investment confidence, financial institutions, corporate trust, investment relationships, financial confidence"
3538,Law is relaxed in Toronto,"Law in Toronto, Legal regulations, Toronto legal environment, Relaxed laws, Legal framework in Toronto, Law enforcement policies, Jurisdictional legal standards"
3539,Branagh has conquered Britain,"Kenneth Branagh, British cinema, conquering Britain, film industry influence, British cultural figures, theatrical achievements, film director"
3540,Branagh was born in Belfast,"Branagh, Belfast, birthplace, Northern Ireland, personal background, notable individual, biographical information"
3541,ITT is based in Indianapolis,"ITT Corporation, Indianapolis, corporate headquarters, technology company, business location"
3542,SLC is a hub for Delta Air Lines,"SLC (Salt Lake City International Airport), Delta Air Lines, airline hub, air transportation, Salt Lake City, aviation industry, airline operations"
3543,Salt Lake City Airport is located west of Salt Lake City,"Salt Lake City Airport, Salt Lake City, airport location, geographical position, transportation hub, air travel infrastructure, Utah transportation"
3544,Salt Lake City International Airport is located in Salt Lake City,"Salt Lake City International Airport, Salt Lake City, airport location, transportation hub, air travel infrastructure, Utah transportation, aviation facilities"
3545,Toni represents a new era in Italy,"Toni, new era, Italy, representation, cultural change, political shift, social transformation"
3546,BYU-Idaho is affiliated with The Church of Jesus Christ of Latter-day Saints,"BYU-Idaho, The Church of Jesus Christ of Latter-day Saints, affiliation, religious institution, educational organization, LDS Church"
3547,Trent is live on MTV,"Trent, MTV, live broadcast, music television, entertainment event, television appearance, media coverage"
3548,Bella applied to Harvard Law School,"Bella, Harvard Law School, law school application, student applicant, legal education"
3549,Bella Abzug was then a Member of Congress,"Bella Abzug, Member of Congress, Congressional role, U.S. Congress, Political figure, Legislative representative, American politician"
3550,Olaf Olafsson was born in Reykjavik,"Olaf Olafsson, Reykjavik, Icelandic author, birthplace, personal identity, biographical information, naming conventions"
3551,Olafsson grew up in Reykjavik,"Olafsson, Reykjavik, personal background, geographical origin, biographical information, Icelandic heritage, early life"
3552,NeoOffice is a variant of OpenOffice,"NeoOffice, OpenOffice, office productivity software, office suite variants, software compatibility"
3553,NeoOffice is the Mac version of OpenOffice,"NeoOffice, OpenOffice, Mac version, office productivity software, open-source office suite, cross-platform office applications, office software for Mac"
3554,NeoOffice is a direct port of OpenOffice,"NeoOffice, OpenOffice, office productivity software, software porting, software compatibility"
3555,Google Gears is available for Windows,"Google Gears, Windows, web browser extension, offline web applications, Google services"
3556,Google Gears has only been for Firefox,"Google Gears, Firefox browser, browser extension, web application enhancement, offline web technology, Google services, browser compatibility"
3557,Lebanon got bad for Israel,"Lebanon, Israel, regional conflict, Middle East tensions, security concerns, political instability, interstate relations"
3558,Lebanon is no friend of Israel,"Lebanon, Israel, Middle East relations, regional conflicts, diplomatic relations, hostile states, Arab-Israeli tensions"
3559,Southern Lebanon occupied by Israel,"Southern Lebanon, Israeli occupation, Lebanese territories, Israel-Lebanon conflict, Middle East geopolitics, Occupation of Southern Lebanon, Regional security issues"
3560,South Lebanon is not Vietnam,"South Lebanon, Vietnam, geographical differences, regional identity, location comparison, area distinctions, place-specific characteristics"
3561,Beelzebub is a play on Beelzebul,"Beelzebub, Beelzebul, play on names, demonology, religious symbolism, mythological references, literary allusions"
3562,Peter Molyneux gets bought by Microsoft,"Peter Molyneux, Microsoft acquisition, game developer, video game industry, company buyout, tech industry, software entrepreneur"
3563,Molyneux will work for Microsoft,"Molyneux, Microsoft, employment, professional affiliation, career move"
3564,Srila Prabhupada is not Krsna,"Srila Prabhupada, Krsna, Hindu religious figures, spiritual identity, religious teachings, Hinduism, spiritual hierarchy"
3565,Bhaktivedanta Swami returned to Delhi,"Bhaktivedanta Swami, Delhi, religious leader, spiritual return, Hinduism"
3566,Paul Tibbets was born in Quincy,"Paul Tibbets, Quincy, biographical information, personality, birthplace"
3567,Tibbets was born in Quincy,"Tibbets, Quincy, birthplace, personal background, biographical information"
3568,Isherwood settled in California,"Isherwood, California, settled, residence, geographical location, personal history, migration"
3569,Isherwood died in Santa Monica,"Isherwood, Santa Monica, death, location of death, individual's death, geographical location, personal biography"
3570,Steve will perform live in Tucson,"Steve (performer), live performance, Tucson (location), musical event, entertainment in Tucson, performer-audience event, live music"
3571,Steve now has his own page on YouTube,"Steve, YouTube page, personal branding, online presence, content creator, digital identity, social media profile"
3572,Roach had moved to Tucson,"Roach, Tucson, migration, location change, personal move, geographic relocation"
3573,Roach returned to Australia,"Roach, Australia, return, Australian individual, personal movement, geographical relocation, individual travel"
3574,ABC World News Tonight went to Pennsylvania,"ABC World News Tonight, Pennsylvania, news broadcast, media coverage, journalism, television news, news reporting"
3575,Conlon Nancarrow was born in Texarkana,"Conlon Nancarrow, Texarkana, birth, composer, musical innovation, 20th-century musicians, American-born composers"
3576,Nancarrow was born in Texarkana,"Nancarrow, Texarkana, birth, biographical information, personal background"
3577,Brahman is a concept of Hinduism,"Brahman, Hinduism, concept of Brahman, Hindu philosophical doctrine, ultimate reality in Hinduism, Vedic philosophy, spiritual unity"
3578,Brahman is superior to Parabrahman,"Brahman, Parabrahman, superiority of Brahman, concept of Parabrahman, Hindu philosophical concepts, metaphysical hierarchy, ultimate reality"
3579,Sand is also Brahman,"Sand, Brahman, concept of Brahman, metaphysical identity, Hindu philosophy, material and spiritual unity, essence of reality"
3580,Rebecca Romijn Would Consider Botox,"Rebecca Romijn, Botox, cosmetic procedures, celebrity beauty treatments, anti-aging interventions, plastic surgery considerations, personal grooming choices"
3581,ROK follows Israel,"ROK, Israel, diplomatic relations, Middle East geopolitics, international recognition"
3582,South Korea is in Asia,"South Korea, Asia, geographical location, East Asia, Asian countries, Korean Peninsula, regional identity"
3583,South Korea has tired of Americans,"South Korea, Americans, international relations, public sentiment, regional diplomacy, US-South Korea relations, public opinion"
3584,South Korea will take on Hong Kong,"South Korea, Hong Kong, international sports match, regional competition, East Asian teams, sports rivalry, team matchup"
3585,South Korea is a major trading partner for Vietnam,"South Korea, Vietnam, trading partner, international trade, economic relations, bilateral trade, Asia-Pacific trade"
3586,South Korea has targeted Japan,"South Korea, Japan, bilateral relations, regional diplomacy, international conflict, South Korea-Japan tensions, geopolitical rivalry"
3587,South Korea has a better record than India,"South Korea, India, comparative performance, national records, country rankings, development indicators, economic performance"
3588,South Korea is the same time as Timor-Leste,"South Korea, Timor-Leste, time zones, time zone equivalence, geographical locations, international time standards, time synchronization"
3589,South Korea led the declines in Asia,"South Korea, Asia stock markets, market declines, economic leadership, regional financial trends, Asian financial markets, South Korean economy"
3590,South Korea established diplomatic relations with China,"South Korea, diplomatic relations, China, international diplomacy, bilateral relations, East Asian diplomacy, state recognition"
3591,South Korea hosted the Summer Olympics in Seoul,"South Korea, Summer Olympics, Seoul, Olympic Games host, international sports event, host city, Olympic history"
3592,South Korea is turning to Russia,"South Korea, Russia, international relations, diplomatic engagement, regional diplomacy, East Asian geopolitics, bilateral cooperation"
3593,South Korea normalizes relations with China,"South Korea, China, diplomatic relations, normalization, international relations, East Asian diplomacy, bilateral cooperation"
3594,South Koreans established the Republic of South Korea,"South Koreans, Republic of South Korea, establishment, national identity, state formation, Korean independence, South Korean government"
3595,Korea is not the equivalent of Iceland,"Korea, Iceland, geographical distinction, country comparison, national identity, geopolitical differences, cultural distinctions"
3596,Korea was a colony of Japan,"Korea, Japan, colonial history, Japanese occupation of Korea, Korean-Japanese relations, colonial rule, historical context"
3597,Korea is a member of APEC,"Korea, APEC, Asia-Pacific Economic Cooperation, member country, international trade, economic cooperation, regional organization"
3598,Korea was ruled by Japan,"Korea, Japan, colonial rule, historical occupation, East Asian history, Japanese imperialism, Korean history"
3599,Korea will invade South Korea,"Korea, South Korea, invasion, military conflict, inter-Korean relations, regional security, Korean Peninsula"
