document_index,document_text,generated_keyphrases
4455,"Milton Horace West -LRB- June 30 , 1888 -- October 28 , 1948 -RRB- was a seven-term Democratic member of the United States House of Representatives representing Texas 's 15th congressional district from 1933 until his death in 1948 .","Milton Horace West, U.S. House of Representatives, Texas 15th congressional district, Democratic Party, 1933-1948 political tenure, American politician, Congressional service until 1948"
4456,"He was the son of Christopher A. Bergen , United States Congressman who represented New Jersey 's 1st congressional district from 1889 to 1893 .","Christopher A. Bergen, United States Congressman, New Jersey's 1st congressional district, 1889 to 1893, son of Christopher A. Bergen, political representation, historical political figures"
4457,"In March 1958 , testifying before the United States House of Representatives ' House Committee on Un-American Activities , Hunter described his career as a journalist , which he began at the Newark Ledger in New Jersey before moving on to the Chicago Tribune 's Paris edition .","Hunter (journalist), United States House of Representatives, House Committee on Un-American Activities, Newark Ledger, Chicago Tribune, journalistic career, Paris edition"
4458,"On December 16 , 2015 , the Obama administration announced a deal to sell $ 1.83 billion worth of arms to the Armed Forces of Taiwan , a year and eight months after U.S. Congress passed the Taiwan Relations Act Affirmation and Naval Vessel Transfer Act of 2014 to allow the sale of `` Oliver Hazard Perry '' - class frigates to Taiwan .","Obama administration, arms sale to Taiwan, $1.83 billion arms deal, Taiwan Relations Act, Naval Vessel Transfer Act of 2014, Oliver Hazard Perry-class frigates, U.S.-Taiwan military relations"
4459,"On December 16 , 2015 , the Obama administration announced a deal to sell $ 1.83 billion worth of arms to the Armed Forces of Taiwan , a year and eight months after U.S. Congress passed the Taiwan Relations Act Affirmation and Naval Vessel Transfer Act of 2014 to allow the sale of `` Oliver Hazard Perry '' - class frigates to Taiwan .","Obama administration, arms sale to Taiwan, Taiwan Relations Act, Naval Vessel Transfer Act of 2014, Oliver Hazard Perry-class frigates, U.S. Congress, Armed Forces of Taiwan"
4460,"The United States House of Representatives received the bill on March 11 , 2014 and referred it to the United States House Committee on Armed Services , the United States House Committee on Transportation and Infrastructure , and the United States House Committee on the Judiciary .","United States House of Representatives, bill submission date, House Committee on Armed Services, House Committee on Transportation and Infrastructure, House Committee on the Judiciary, legislative referral process, congressional committees"
4461,"The United States House of Representatives received the bill on March 11 , 2014 and referred it to the United States House Committee on Armed Services , the United States House Committee on Transportation and Infrastructure , and the United States House Committee on the Judiciary .","United States House of Representatives, bill submission date, House Committee on Armed Services, House Committee on Transportation and Infrastructure, House Committee on the Judiciary, legislative referral process, federal legislative committees"
4462,The House passed the Combat Methamphetamine Epidemic Act of 2005 as an amendment to the renewal of the USA PATRIOT Act .,"Combat Methamphetamine Epidemic Act of 2005, USA PATRIOT Act, House of Representatives, drug legislation, amendment to legislation, methamphetamine control laws, law enforcement policies"
4463,"Colquitt is named for U.S. Congressman and Senator , Walter Terry Colquitt .","Walter Terry Colquitt, U.S. Congressman, U.S. Senator, place named after person, political figures, geographical naming, historical figures"
4464,"In the wake of Prince 's testimony before Congress , the US House passed the Military Extraterritorial Jurisdiction Act in October 2007 that subsequently led to the prosecution by U.S. courts of some US military contractors , but only for incidents involving attacks on US nationals .","Prince's congressional testimony, Military Extraterritorial Jurisdiction Act, US House of Representatives, US military contractors, prosecution of military contractors, attacks on US nationals, extraterritorial jurisdiction"
4465,"Thomas Francis Johnson -LRB- June 26 , 1909 -- February 1 , 1988 -RRB- was a U.S. Congressman who represented Maryland 's 1st congressional district from January 3 , 1959 to January 3 , 1963 .","Thomas Francis Johnson, U.S. Congressman, Maryland's 1st congressional district, 1959-1963 congressional term, American politicians, Maryland political history, mid-20th century U.S. politics"
4466,"Dudley George Roe -LRB- March 23 , 1881 -- January 4 , 1970 -RRB- , a Democrat , was a U.S. Congressman who represented the Maryland 's 1st congressional district from 1945 to 1947 .","Dudley George Roe, U.S. Congressman, Maryland's 1st congressional district, Democratic Party, 1945-1947 term, American politician, 20th-century Congress"
4467,"In 1939 the Treasury Department 's Section of Fine Arts contracted with Stevan Dohanos to paint six murals depicting the `` Legend of James Edward Hamilton , Mail Carrier '' in the West Palm Beach , Florida Post Office .","Treasury Department's Section of Fine Arts, Stevan Dohanos, murals depicting Legend of James Edward Hamilton, Mail Carrier, West Palm Beach Post Office, 1939 art commission"
4468,"The murals were commissioned under the United States Department of the Treasury 's Treasury Relief Art Project , which commissioned art for existing Federal buildings .","United States Department of the Treasury, Treasury Relief Art Project, murals, art commissioning, Federal buildings"
4469,"After the invasion of Denmark and Norway by Nazi Germany on 9 April 1940 , President Franklin Delano Roosevelt issued Executive Order 8389 , under which the United States Department of the Treasury froze all financial assets of occupied European countries in the US .","Nazi Germany invasion of Denmark and Norway, Franklin D. Roosevelt, Executive Order 8389, US Department of the Treasury, freezing of financial assets, occupied European countries, World War II economic measures"
4470,"In 2002 , the Department of the Treasury 's Bureau of the Public Debt made savings bonds available for purchasing and redeeming online .","Department of the Treasury, Bureau of the Public Debt, savings bonds, online purchasing and redeeming, 2002"
4471,"In 1863 , the U.S. Treasury purchased the minting equipment for $ 25,000 to open the Denver Mint .","U.S. Treasury, Denver Mint, minting equipment, 1863, government procurement, coin production infrastructure, fiscal investment"
4472,"In 1863 , the U.S. Treasury purchased the minting equipment for $ 25,000 to open the Denver Mint .","U.S. Treasury, Denver Mint, minting equipment, 1863, government procurement, coin production infrastructure, fiscal investment"
4473,Postal notes were the specialized money order successors to the United States Department of the Treasury 's postage and fractional currency .,"Postal notes, money order successors, United States Department of the Treasury, postage currency, fractional currency, specialized money orders, financial instruments"
4474,"It is located on the coast of the Pacific Ocean at Waddell Beach , where the Waddell Creek watershed drains from the Santa Cruz Mountains into the sea .","Waddell Beach, Pacific Ocean coast, Waddell Creek watershed, Santa Cruz Mountains, coastal drainage, marine environment, geographical location"
4475,"It is located on the coast of the Pacific Ocean at Waddell Beach , where the Waddell Creek watershed drains from the Santa Cruz Mountains into the sea .","Waddell Beach, Pacific Ocean coast, Waddell Creek watershed, Santa Cruz Mountains, coastal drainage, marine environment, geographical location"
4476,"At the surface , the spatial and temporal characteristics of vegetative state -LRB- in terms of water stress -RRB- for major vegetation types -LRB- crops and boreal zones -RRB- , soil moisture , stream network , river flows , lake levels , wetlands , depression storage , groundwater and sub-surface flows be assessed to determine when and where drought is occurring .","vegetative state, water stress, vegetation types, soil moisture, drought detection, stream network, groundwater flows"
4477,"At the surface , the spatial and temporal characteristics of vegetative state -LRB- in terms of water stress -RRB- for major vegetation types -LRB- crops and boreal zones -RRB- , soil moisture , stream network , river flows , lake levels , wetlands , depression storage , groundwater and sub-surface flows be assessed to determine when and where drought is occurring .","vegetative state, water stress, vegetation types, soil moisture, stream network, river flows, drought detection"
4478,"Blanche is also on Ogaming Creek , part of the James Bay drainage basin , which flows via the Flint River , Kenogami River and Albany River to James Bay .","Blanche, Ogaming Creek, James Bay drainage basin, Flint River, Kenogami River, Albany River, James Bay"
4479,"Wilgar is also on the Bicknell River , part of the James Bay drainage basin , which flows via the Pagwachuan River , Kenogami River and Albany River to James Bay .","Wilgar, Bicknell River, James Bay drainage basin, Pagwachuan River, Kenogami River, Albany River, James Bay"
4480,"Pagwa is also on Airfield Creek , part of the James Bay drainage basin , which flows via the Pagwachuan River , Kenogami River and Albany River to James Bay .","Pagwa, Airfield Creek, James Bay drainage basin, Pagwachuan River, Kenogami River, Albany River, James Bay"
4481,"The city 's eastern extremities stretch into the Valley of the Moon , and the Sonoma Creek watershed known as the Sonoma Valley .","eastern extremities, Valley of the Moon, Sonoma Creek watershed, Sonoma Valley, geographical features, regional landscape, watershed boundaries"
4482,"`` The Economist , '' a Chicago real estate journal , conceded in 1892 that : Early tenants , according to Rand McNally , included `` great corporations , banks , and professional men ... among them the Santa Fe , the Michigan Central , and the Chicago & Alton Railroads , and the American Exchange National and Globe Savings Banks '' .","The Economist, Chicago real estate journal, early tenants, Rand McNally, railroad companies, financial institutions, corporate tenants"
4483,"Red Oak Creek begins in southwestern Dallas County near U.S. Route 67 and the Atchison , Topeka and Santa Fe Railway in Cedar Hill , then flowing through the communities of Cedar Hill , Ovilla , Oak Leaf , and Red Oak .","Red Oak Creek, Dallas County, U.S. Route 67, Atchison, Topeka and Santa Fe Railway, Cedar Hill, Ovilla, Oak Leaf"
4484,"Red Oak Creek begins in southwestern Dallas County near U.S. Route 67 and the Atchison , Topeka and Santa Fe Railway in Cedar Hill , then flowing through the communities of Cedar Hill , Ovilla , Oak Leaf , and Red Oak .","Red Oak Creek, Dallas County, U.S. Route 67, Atchison, Topeka and Santa Fe Railway, Cedar Hill, Ovilla, Oak Leaf"
4485,"In the 1870s , the Atchison , Topeka and Santa Fe Railway operated a railroad line along Monument Creek and what is now the western edge of the campus .","Atchison, Topeka and Santa Fe Railway, railroad line, Monument Creek, 1870s, western edge of campus, railroad operation, historical transportation"
4486,"In the 1870s , the Atchison , Topeka and Santa Fe Railway operated a railroad line along Monument Creek and what is now the western edge of the campus .","Atchison, Topeka and Santa Fe Railway, railroad line, Monument Creek, 1870s, railroad history, campus location, transportation infrastructure"
4487,"In the 1870s , the Atchison , Topeka and Santa Fe Railway operated a railroad line along Monument Creek and what is now the western edge of the campus .","Atchison, Topeka and Santa Fe Railway, railroad line, Monument Creek, 1870s, railroad history, campus location, transportation infrastructure"
4488,"These included AT&SF -LRB- Santa Fe -RRB- , B&M -LRB- Boston and Maine -RRB- , Erie , Lackawanna , NYS&W -LRB- New York Susquehanna and Western , Susquehanna -RRB- , Piedmont and Northern and Tuckerton .","AT&SF (Santa Fe), B&M (Boston and Maine), Erie Railroad, Lackawanna Railroad, NYS&W (New York Susquehanna and Western), Susquehanna Railroad, Regional railroads"
4489,"The Santa Fe Railway Monzanola Depot , also known as Manzanola station , was an Atchison , Topeka and Santa Fe Railway in Manzanola , Colorado .","Santa Fe Railway Monzanola Depot, Manzanola station, Atchison Topeka and Santa Fe Railway, Manzanola, Colorado, railway station, historic transportation hub, railroad history"
4490,"The route is named after the Atchison , Topeka and Santa Fe Railway 's Surf Line .","Atchison, Topeka and Santa Fe Railway, Surf Line, railway route name, railroad history, transportation infrastructure, railway branding, geographic location"
4491,"Santa Fe sold 21 SDF45s to Morrison-Knudsen in April 1994 , then leased them back .","Santa Fe, SDF45 locomotives, Morrison-Knudsen, locomotive sale and leaseback, April 1994 transaction, railroad equipment leasing, locomotive ownership transfer"
4492,"The neighborhood is the location of one of three rail yards on the Atchison , Topeka and Santa Fe Railroad , the Argentine Yard .","Argentine Yard, Atchison, Topeka and Santa Fe Railroad, rail yards, neighborhood location, railroad infrastructure, transportation hubs, railroad companies"
4493,"The neighborhood is the location of one of three rail yards on the Atchison , Topeka and Santa Fe Railroad , the Argentine Yard .","Argentine Yard, Atchison, Topeka and Santa Fe Railroad, rail yards, neighborhood location, railroad infrastructure, transportation hubs, railroad companies"
4494,"The Grand Canyon Railway , is a passenger railroad which operates between Williams , Arizona , and Grand Canyon National Park In 1901 , the Atchison , Topeka and Santa Fe Railway completed a branch line from Williams to Grand Canyon Village at the South Rim .","Grand Canyon Railway, Williams, Arizona, Grand Canyon National Park, Atchison, Topeka and Santa Fe Railway, branch line from Williams to Grand Canyon Village, 1901 railway development, passenger railroad services"
4495,"The Grand Canyon Railway , is a passenger railroad which operates between Williams , Arizona , and Grand Canyon National Park In 1901 , the Atchison , Topeka and Santa Fe Railway completed a branch line from Williams to Grand Canyon Village at the South Rim .","Grand Canyon Railway, Williams, Arizona, Grand Canyon National Park, Atchison, Topeka and Santa Fe Railway, branch line from Williams to Grand Canyon Village, 1901 railway development, passenger railroad services"
4496,"The Grand Canyon Railway , is a passenger railroad which operates between Williams , Arizona , and Grand Canyon National Park In 1901 , the Atchison , Topeka and Santa Fe Railway completed a branch line from Williams to Grand Canyon Village at the South Rim .","Grand Canyon Railway, Williams, Arizona, Grand Canyon National Park, Atchison, Topeka and Santa Fe Railway, branch line from Williams to Grand Canyon Village, 1901 railway development, passenger railroad services"
4497,The Super NES 's Mode 7 used the horizontal blanking interval to vary the scaling and rotation of one background layer on a scanline by scanline basis to create many different effects .,"Super NES, Mode 7, horizontal blanking interval, background layer scaling, background layer rotation, scanline effects, graphics rendering techniques"
4498,"Essentially , the diode tells the computer whether or not the player hit something , and for n objects , the sequence of the drawing of the targets tell the computer `` which '' target the player hit after 1 + ceil -LRB- log -LRB- n -RRB- -RRB- refreshes -LRB- one refresh to determine if any target at all was hit and ceil -LRB- log -LRB- n -RRB- -RRB- to do a binary search The second method , used by the Super Nintendo Entertainment System 's Super Scope and computer light pens , is more elaborate and more accurate .","diode-based hit detection, player-target interaction, binary search algorithm, Super Nintendo Entertainment System, Super Scope light pen, target selection sequence, hit detection accuracy"
4499,Prehistorik Man is a platforming video game for the Super Nintendo Entertainment System developed by Titus Interactive and published by Kemco in Japan in 1995 as P-Man and by Titus Interactive elsewhere in 1996 .,"Prehistorik Man, platforming video game, Super Nintendo Entertainment System, Titus Interactive, Kemco, Japan 1995, video game publishing"
4500,", is an action role-playing video game which was released for the Super Nintendo Entertainment System -LRB- SNES -RRB- , developed by Bullet Proof Software and Red Company , and published by Naxat Soft .","action role-playing video game, Super Nintendo Entertainment System (SNES), Bullet Proof Software, Red Company, Naxat Soft"
4501,"The video game eveloped by Riverhillsoft and published by Riverhillsoft and Vic Tokai Corporation for the NEC PC-9801 , PC Engine and Super Famicom .","Riverhillsoft, Vic Tokai Corporation, video game, NEC PC-9801, PC Engine, Super Famicom, video game development and publishing"
4502,A video game based on the TV series was released for the Super NES and Sega Mega Drive/Genesis developed by Realtime Associates and published by Viacom New Media in 1995 .,"video game, TV series adaptation, Super NES, Sega Mega Drive, Realtime Associates, Viacom New Media, 1995 release"
4503,"The Virtual Console service allows Wii owners to play games originally released for the Nintendo Entertainment System , Super Nintendo Entertainment System , Nintendo 64 , Sega 's Genesis/Mega Drive and Sega Mark III/Sega Master System , NEC 's TurboGrafx-16 / PC Engine , SNK 's Neo Geo console , Commodore 64 and arcade games .","Virtual Console service, Wii gaming platform, Nintendo Entertainment System (NES), Super Nintendo Entertainment System (SNES), Sega Genesis/Mega Drive, NEC TurboGrafx-16 / PC Engine, Arcade game emulation"
4504,"In 1998 , Hasbro released a series of ports of the original game for the Sega Genesis , Super NES , Game com , Game Boy , and Game Boy Color .","Hasbro, game ports, Sega Genesis, Super NES, Game Boy, Game Boy Color, 1998"
4505,"Associazione Calcio Bellaria Igea Marina is an Italian association football club , based in Bellaria -- Igea Marina , Emilia-Romagna .","Associazione Calcio Bellaria Igea Marina, Italian football club, Bellaria -- Igea Marina, Emilia-Romagna, association football, sports organization, local sports team"
4506,"Bassano Virtus 55 Soccer Team is an Italian association football club , based in Bassano del Grappa , Veneto .","Bassano Virtus 55 Soccer Team, Italian association football club, Bassano del Grappa, Veneto region, football club identity, sports organization in Italy, regional football teams"
4507,"Unione Sportiva Oratorio Calcio was an Italian association football club representing the Lombardian towns of Calcio , Lombardy In 2007 the club was merged with U.S. Caravaggese , a team of the town of Caravaggio founding U.S. Calcio Caravaggese .","Unione Sportiva Oratorio Calcio, Italian football club, Lombardian towns of Calcio and Caravaggio, merger with U.S. Caravaggese, U.S. Calcio Caravaggese, football club history, regional football organizations"
4508,"96 Seveso is an Italian association football club situated in Seveso , Lombardy .","Seveso football club, Italian association football, Seveso Lombardy, football club location, sports organizations in Lombardy, Italian sports teams, Seveso sports clubs"
4509,"Borgosesia Calcio is an Italian association football club , based in Borgosesia , Piedmont .","Borgosesia Calcio, Italian football club, Borgosesia, Piedmont, association football"
4510,"Acqui Unione Sportiva 1911 is an Italian association football club , based in Acqui Terme , Piedmont .","Acqui Unione Sportiva 1911, Italian football club, Acqui Terme, Piedmont, association football"
4511,"A.S.D. Arenzano F.C. is an Italian association football club , based in Arenzano , Liguria .","A.S.D. Arenzano F.C., Italian football club, Arenzano, Liguria, association football"
4512,"Alessandro D'Antoni -LRB- born 3 August 1988 -RRB- is an Italian footballer , who plays for Santarcangelo .","Alessandro D'Antoni, Italian footballer, Santarcangelo football club, born 3 August 1988, professional athlete, Italian sports personalities, football player roles"
4513,"Fabrizio Di Bella -LRB- born 2 March 1988 -RRB- is an Italian footballer who plays as a defender for Vigor Lamezia , an Italian team of Lamezia Terme .","Fabrizio Di Bella, Italian footballer, defender, Vigor Lamezia, Lamezia Terme, Italian football teams, professional athlete"
4514,Stefano Russo -LRB- born 6 March 1989 -RRB- is an Italian footballer who plays for Juve Stabia as a goalkeeper .,"Stefano Russo, Italian footballer, Juve Stabia, goalkeeper, born 6 March 1989, professional athlete, Italian sports"
4515,Gianmarco Piccioni -LRB- born 18 July 1991 in San Benedetto del Tronto -RRB- is an Italian footballer who plays as a forward for UTA Arad .,"Gianmarco Piccioni, Italian footballer, forward, UTA Arad, San Benedetto del Tronto"
4516,Mattia Minesso -LRB- born 30 March 1990 -RRB- is an Italian footballer who plays for Bassano Virtus as a forward .,"Mattia Minesso, Italian footballer, Bassano Virtus, forward player, professional athlete, football career, born 1990"
4517,"Associazione Calcio Bra is an Italian association football club , based in Bra , Piedmont .","Associazione Calcio Bra, Italian football club, Bra city, Piedmont region, association football, sports organization, Italian sports teams"
4518,Alessio Benedetti -LRB- born 19 May 1990 -RRB- is an Italian footballer who plays for Pistoiese as a midfielder .,"Alessio Benedetti, Italian footballer, Pistoiese, midfielder, born 19 May 1990, football player roles, Italian sports"
4519,"Cristiano Spirito -LRB- born 12 January 1992 -RRB- is an Italian footballer who plays for Vigor Lamezia , on loan from Parma .","Cristiano Spirito, Italian footballer, Vigor Lamezia, Parma Football Club, on loan transfer, professional football career, player birth date"
4520,"Near Columbia , the Delaware , Lackawanna and Western Railroad built the Paulinskill Viaduct -LRB- known also as the `` Hainesburg Viaduct '' -RRB- , a bridge crossing the Paulins Kill , for the Lackawanna Cut-Off rail corridor .","Columbia proximity, Delaware River, Lackawanna and Western Railroad, Paulinskill Viaduct, Hainesburg Viaduct, Paulins Kill, Lackawanna Cut-Off"
4521,"Near Columbia , the Delaware , Lackawanna and Western Railroad built the Paulinskill Viaduct -LRB- known also as the `` Hainesburg Viaduct '' -RRB- , a bridge crossing the Paulins Kill , for the Lackawanna Cut-Off rail corridor .","Columbia proximity, Delaware River, Lackawanna and Western Railroad, Paulinskill Viaduct, Hainesburg Viaduct, Paulins Kill, Lackawanna Cut-Off"
4522,"Near Columbia , the Delaware , Lackawanna and Western Railroad built the Paulinskill Viaduct -LRB- known also as the `` Hainesburg Viaduct '' -RRB- , a bridge crossing the Paulins Kill , for the Lackawanna Cut-Off rail corridor .","Columbia proximity, Delaware River, Lackawanna and Western Railroad, Paulinskill Viaduct, Hainesburg Viaduct, Paulins Kill, Lackawanna Cut-Off"
4523,"The line was cut back to Wanaque-Midvale station in 1935 and the cut entirely in 1966 after being rechristened as the Boonton Line , a mix of the New York and Greenwood Lake and the Delaware , Lackawanna and Western Railroad 's Boonton Branch .","Wanaque-Midvale station, Boonton Line, New York and Greenwood Lake Railroad, Delaware, Lackawanna and Western Railroad, Boonton Branch, railroad history, rail line reorganization"
4524,"The railroad was modeled after the Delaware , Lackawanna and Western Railroad 's Sussex Branch , on which Becker had a creamery at Straders , New Jersey , near the end of the line at Branchville , NJ -LRB- about 35 miles -LRB- 56 km -RRB- away from Roseland as the crow flies -RRB- .","Delaware, Lackawanna and Western Railroad, Sussex Branch, Becker, creamery at Straders, Branchville, New Jersey, Roseland, New Jersey, railroad modeling"
4525,"Originally part of the Delaware , Lackawanna and Western Railroad 's Boonton Branch , Kingsland station was built in 1903 .","Kingsland station, Delaware, Lackawanna and Western Railroad, Boonton Branch, railroad station construction 1903, railroad history, railroad infrastructure, transportation history"
4526,"Joseph was a coal agent for Delaware and Hudson Canal Company and the Delaware , Lackawanna and Western Railroad and eventually , President of the First National Bank .","Joseph, coal agent, Delaware and Hudson Canal Company, Delaware, Lackawanna and Western Railroad, President of the First National Bank, railroad industry, banking leadership"
4527,"Joseph was a coal agent for Delaware and Hudson Canal Company and the Delaware , Lackawanna and Western Railroad and eventually , President of the First National Bank .","Joseph, coal agent, Delaware and Hudson Canal Company, Delaware, Lackawanna and Western Railroad, President of the First National Bank, railroad industry, banking leadership"
4528,"Up until that time , the local railroads -- the Lackawanna Railroad 's Sussex Branch and Morris and Essex Railroad -- had only supplemented the canal 's operation , rather than competing with it .","Lackawanna Railroad's Sussex Branch, Morris and Essex Railroad, local railroads, canal operation, railroad-canal relationship, transportation infrastructure, historical transportation modes"
4529,"Due to potential hepatotoxicity , the FDA requires monthly monitoring of liver function tests while taking Bosentan .","hepatotoxicity, FDA monitoring requirements, liver function tests, Bosentan medication, monthly health monitoring, drug safety regulations, liver toxicity risk"
4530,"The ANDA is submitted to FDA 's Center for Drug Evaluation and Research , Office of Generic Drugs , which provides for the review and ultimate approval of a generic drug product .","ANDA submission, FDA Center for Drug Evaluation and Research, Office of Generic Drugs, generic drug review, drug approval process, regulatory agency, generic drug product"
4531,"United States v. Park , 421 U.S. 658 -LRB- 1975 -RRB- , was a case in which the Supreme Court of the United States held that the Food and Drug Administration -LRB- FDA -RRB- could pierce the corporate veil .","United States v. Park, Supreme Court of the United States, Food and Drug Administration (FDA), piercing the corporate veil, corporate liability, legal case 1975, regulatory authority"
4532,"United States v. Park , 421 U.S. 658 -LRB- 1975 -RRB- , was a case in which the Supreme Court of the United States held that the Food and Drug Administration -LRB- FDA -RRB- could pierce the corporate veil .","United States v. Park, Supreme Court of the United States, Food and Drug Administration (FDA), piercing the corporate veil, corporate liability, legal case 1975, regulatory authority"
4533,"In 2007 , the US Food and Drug Administration -LRB- FDA -RRB- issued an FDA Warning Letter to MonaVie distributor Kevin Vokes , for violations of the Federal Food , Drug and Cosmetic Act relating to online promotional material claiming that MonaVie was an effective treatment for inflammation , high cholesterol , and muscle and joint pain .","US Food and Drug Administration (FDA), MonaVie distributor Kevin Vokes, FDA Warning Letter, Federal Food, Drug and Cosmetic Act, online promotional material, MonaVie health claims, violations of food and drug regulations"
4534,Tomosynthesis is Food and Drug Administration -LRB- FDA -RRB- approved for use in breast cancer screening .,"Tomosynthesis, Food and Drug Administration (FDA), breast cancer screening, medical imaging technology, FDA approval process, diagnostic imaging methods, breast cancer detection"
4535,"In September 2008 , the company announced that the Food and Drug Administration had granted fast track status to PRT-201 .","Food and Drug Administration, PRT-201, fast track status, September 2008, company"
4536,"In September 2008 , the company announced that the Food and Drug Administration had granted fast track status to PRT-201 .","Food and Drug Administration, PRT-201, fast track status, September 2008, company announcement"
4537,"In 2006 the U.S. Food and Drug Administration approved the use of Exubera , the first inhalable insulin .","U.S. Food and Drug Administration, Exubera, inhalable insulin, 2006, approval of medical products, diabetes treatment innovations, insulin delivery methods"
4538,"B&O Supprettes -LRB- the name is derived from the generic term ` belladonna/opium suppository ' -RRB- is an `` unapproved '' drug according to the Food and Drug Administration -LRB- FDA -RRB- -- that is , the drug existed before the Food , Drug and Cosmetic Act of 1938 .","B&O Supprettes, belladonna/opium suppository, unapproved drug, Food and Drug Administration (FDA), pre-1938 drug approval, drug regulation history, Food, Drug and Cosmetic Act of 1938"
4539,"B&O Supprettes -LRB- the name is derived from the generic term ` belladonna/opium suppository ' -RRB- is an `` unapproved '' drug according to the Food and Drug Administration -LRB- FDA -RRB- -- that is , the drug existed before the Food , Drug and Cosmetic Act of 1938 .","B&O Supprettes, belladonna/opium suppository, unapproved drug, Food and Drug Administration (FDA), pre-1938 drug regulation, drug approval status, Food, Drug and Cosmetic Act of 1938"
4540,"B&O Supprettes -LRB- the name is derived from the generic term ` belladonna/opium suppository ' -RRB- is an `` unapproved '' drug according to the Food and Drug Administration -LRB- FDA -RRB- -- that is , the drug existed before the Food , Drug and Cosmetic Act of 1938 .","B&O Supprettes, belladonna/opium suppository, unapproved drug, Food and Drug Administration (FDA), pre-1938 drug regulation, drug approval status, Food, Drug and Cosmetic Act of 1938"
4541,"B&O Supprettes -LRB- the name is derived from the generic term ` belladonna/opium suppository ' -RRB- is an `` unapproved '' drug according to the Food and Drug Administration -LRB- FDA -RRB- -- that is , the drug existed before the Food , Drug and Cosmetic Act of 1938 .","B&O Supprettes, belladonna/opium suppository, unapproved drug, Food and Drug Administration (FDA), pre-1938 drug regulation, drug approval status, Food, Drug and Cosmetic Act of 1938"
4542,"B&O Supprettes -LRB- the name is derived from the generic term ` belladonna/opium suppository ' -RRB- is an `` unapproved '' drug according to the Food and Drug Administration -LRB- FDA -RRB- -- that is , the drug existed before the Food , Drug and Cosmetic Act of 1938 .","B&O Supprettes, belladonna/opium suppository, unapproved drug, Food and Drug Administration (FDA), pre-1938 drug regulation, Food, Drug and Cosmetic Act of 1938, drug approval status"
4543,"B&O Supprettes -LRB- the name is derived from the generic term ` belladonna/opium suppository ' -RRB- is an `` unapproved '' drug according to the Food and Drug Administration -LRB- FDA -RRB- -- that is , the drug existed before the Food , Drug and Cosmetic Act of 1938 .","B&O Supprettes, belladonna/opium suppository, unapproved drug, Food and Drug Administration (FDA), pre-1938 drug approval, drug regulation history, Food, Drug and Cosmetic Act of 1938"
4544,"The U.S. Food and Drug Administration -LRB- FDA -RRB- approved Dabigatran -LRB- `` Pradaxa , '' and other names -RRB- on 19 October 2010 , for prevention of stroke in patients with non-valvular atrial fibrillation .","U.S. Food and Drug Administration, Dabigatran, Pradaxa, stroke prevention, non-valvular atrial fibrillation, drug approval date, cardiovascular medication"
4545,"The U.S. Food and Drug Administration -LRB- FDA -RRB- approved Dabigatran -LRB- `` Pradaxa , '' and other names -RRB- on 19 October 2010 , for prevention of stroke in patients with non-valvular atrial fibrillation .","U.S. Food and Drug Administration, Dabigatran, Pradaxa, stroke prevention, non-valvular atrial fibrillation, drug approval date, cardiovascular medication"
4546,"In 1970 , she served as an expert witness before the Food and Drug Administration 's hearing on vitamins and mineral supplements and additives to food .","expert witness, Food and Drug Administration, vitamins and mineral supplements, food additives, 1970, she (unspecified individual)"
4547,"In 1970 , she served as an expert witness before the Food and Drug Administration 's hearing on vitamins and mineral supplements and additives to food .","expert witness, Food and Drug Administration, vitamins and mineral supplements, food additives, 1970, she (unspecified individual)"
4548,"The Food and Drug Administration -LRB- FDA -RRB- requires `` black box warnings '' on all SSRIs , which state that they double suicidal ideation rates -LRB- from 2 in 1,000 to 4 in 1,000 -RRB- in children and adolescents .","Food and Drug Administration, black box warnings, selective serotonin reuptake inhibitors (SSRIs), suicidal ideation rates, children and adolescents, drug safety warnings, antidepressant risks"
4549,"The Food and Drug Administration -LRB- FDA -RRB- requires `` black box warnings '' on all SSRIs , which state that they double suicidal ideation rates -LRB- from 2 in 1,000 to 4 in 1,000 -RRB- in children and adolescents .","Food and Drug Administration (FDA), black box warnings, selective serotonin reuptake inhibitors (SSRIs), suicidal ideation rates, children and adolescents, medication safety regulations, antidepressant risks"
4550,"46 of 50 states have adopted the Food and Drug Administration 's Grade A Pasteurized Milk Ordinance -LRB- PMO -RRB- , a uniform code of guidelines to promote the standardization of milk production .","Food and Drug Administration (FDA), Grade A Pasteurized Milk Ordinance (PMO), state adoption of milk standards, standardization of milk production, milk safety regulations, uniform guidelines for dairy, milk quality assurance"
4551,"46 of 50 states have adopted the Food and Drug Administration 's Grade A Pasteurized Milk Ordinance -LRB- PMO -RRB- , a uniform code of guidelines to promote the standardization of milk production .","Food and Drug Administration (FDA), Grade A Pasteurized Milk Ordinance (PMO), state adoption of milk standards, standardization of milk production, milk safety regulations, uniform guidelines for dairy, milk quality assurance"
4552,"On December 31 , 2012 , the Food and Drug Administration approved Sirturo -LRB- bedaquiline -RRB- , a Johnson & Johnson tuberculosis drug that is the first new medicine to fight the infection in more than forty years .","Food and Drug Administration, Sirturo (bedaquiline), Johnson & Johnson, tuberculosis drug, 2012 drug approval, new tuberculosis treatment, antitubercular medication"
